date,oblast,alert_minutes,night_minutes,alert_count,alert_hours,night_hours,rolling_7d_alert_hours,rolling_7d_night_hours,rolling_30d_alert_hours,rolling_30d_night_hours
2023-01-15,Kirovohradska oblast,99.733,0.0,4,1.662,0.0,11.036,0.788,77.113,28.37
2023-01-16,Kirovohradska oblast,90.0,32.15,3,1.5,0.536,10.182,0.536,74.944,27.317
2023-01-17,Kirovohradska oblast,67.18299999999999,67.18299999999999,2,1.12,1.12,11.302,1.656,75.442,28.273
2023-01-18,Kirovohradska oblast,33.05,0.0,1,0.551,0.0,11.165,1.656,70.756,23.982
2023-01-19,Kirovohradska oblast,126.55,0.0,2,2.109,0.0,12.282,1.656,71.66,23.982
2023-01-20,Kirovohradska oblast,192.35,52.934,4,3.206,0.882,15.488,2.538,71.909,24.864
2023-01-21,Kirovohradska oblast,31.367,0.0,1,0.523,0.0,10.671,2.538,69.857,24.385
2023-01-22,Kirovohradska oblast,50.683,15.25,2,0.845,0.254,9.854,2.792,69.664,24.639
2023-01-23,Kirovohradska oblast,27.533,0.0,1,0.459,0.0,8.813,2.256,69.111,24.639
2023-01-24,Kirovohradska oblast,120.767,50.617000000000004,4,2.013,0.844,9.706,1.98,66.908,25.483
2023-01-25,Kirovohradska oblast,516.149,151.21699999999998,7,8.602,2.52,17.757,4.5,75.096,28.003
2023-01-26,Kirovohradska oblast,519.066,197.15,3,8.651,3.286,24.299,7.786,81.545,31.289
2023-01-27,Kirovohradska oblast,34.633,0.0,1,0.577,0.0,21.67,6.904,77.732,30.146
2023-01-28,Kirovohradska oblast,82.866,29.733,3,1.381,0.496,22.528,7.4,73.785,29.092
2023-01-29,Kirovohradska oblast,92.017,59.417,3,1.534,0.99,23.217,8.136,72.281,27.583
2023-01-30,Kirovohradska oblast,132.983,0.0,4,2.216,0.0,24.974,8.136,70.471,26.777
2023-01-31,Kirovohradska oblast,73.68299999999999,0.0,3,1.228,0.0,24.189,7.292,64.528,20.58
2023-02-01,Kirovohradska oblast,33.133,0.0,1,0.552,0.0,16.139,4.772,60.351,16.4
2023-02-02,Kirovohradska oblast,71.567,0.0,1,1.193,0.0,8.681,1.486,60.353,15.982
2023-02-03,Kirovohradska oblast,176.383,32.383,3,2.94,0.54,11.044,2.026,60.33,15.981
2023-02-04,Kirovohradska oblast,161.73399999999998,12.767,3,2.696,0.213,12.359,1.743,61.993,15.161
2023-02-05,Kirovohradska oblast,98.083,31.967,3,1.635,0.533,12.46,1.286,60.52,15.14
2023-02-06,Kirovohradska oblast,390.1,314.45,5,6.502,5.241,16.746,6.527,64.76,19.934
2023-02-07,Kirovohradska oblast,211.684,80.14999999999999,5,3.528,1.336,19.046,7.863,66.597,19.579
2023-02-08,Kirovohradska oblast,216.13400000000001,70.06700000000001,6,3.602,1.168,22.096,9.031,67.845,19.959
2023-02-09,Kirovohradska oblast,282.133,119.44999999999999,6,4.702,1.991,25.605,11.022,72.547,21.95
2023-02-10,Kirovohradska oblast,695.933,283.8,4,11.599,4.73,34.264,15.212,83.458,26.68
2023-02-11,Kirovohradska oblast,109.517,40.1,3,1.825,0.668,33.393,15.667,84.291,27.348
2023-02-12,Kirovohradska oblast,38.583,0.0,1,0.643,0.0,32.401,15.134,84.934,27.348
2023-02-13,Kirovohradska oblast,47.917,47.917,1,0.799,0.799,26.698,10.692,80.393,28.147
2023-02-14,Kirovohradska oblast,153.5,0.0,2,2.558,0.0,25.728,9.356,81.289,28.147
2023-02-15,Kirovohradska oblast,67.6,0.0,2,1.127,0.0,23.253,8.188,80.916,27.611
2023-02-16,Kirovohradska oblast,202.39999999999998,110.133,4,3.373,1.836,21.924,8.033,83.169,28.327
2023-02-17,Kirovohradska oblast,232.13400000000001,94.51700000000001,8,3.869,1.575,14.194,4.878,86.487,29.902
2023-02-18,Kirovohradska oblast,112.916,8.1,3,1.882,0.135,14.251,4.345,86.26,30.037
2023-02-19,Kirovohradska oblast,141.5,0.0,4,2.358,0.0,15.966,4.345,85.412,29.155
2023-02-20,Kirovohradska oblast,147.566,57.533,2,2.459,0.959,17.626,4.505,87.348,30.114
2023-02-21,Kirovohradska oblast,40.965999999999994,9.883,2,0.683,0.165,15.751,4.67,87.186,30.025
2023-02-22,Kirovohradska oblast,177.166,62.483,3,2.953,1.041,17.577,5.711,89.68,31.066
2023-02-23,Kirovohradska oblast,177.1,85.967,5,2.952,1.433,17.156,5.308,90.619,31.655
2023-02-24,Kirovohradska oblast,67.017,1.483,2,1.117,0.025,14.404,3.758,83.134,29.16
2023-02-25,Kirovohradska oblast,202.61599999999999,145.61599999999999,5,3.377,2.427,15.899,6.05,77.86,28.301
2023-02-26,Kirovohradska oblast,31.75,0.0,1,0.529,0.0,14.07,6.05,77.812,28.301
2023-02-27,Kirovohradska oblast,334.48400000000004,256.85,4,5.575,4.281,17.186,9.372,82.006,32.086
2023-02-28,Kirovohradska oblast,67.133,58.25,3,1.119,0.971,17.622,10.178,81.591,32.067
2023-03-01,Kirovohradska oblast,154.734,84.2,3,2.579,1.403,17.248,10.54,81.954,33.47
2023-03-02,Kirovohradska oblast,208.2,137.8,6,3.47,2.297,17.766,11.404,84.196,35.767
2023-03-03,Kirovohradska oblast,167.8,34.683,3,2.797,0.578,19.446,11.957,86.441,36.345
2023-03-04,Kirovohradska oblast,205.583,37.2,6,3.426,0.62,19.495,10.15,88.674,36.965
2023-03-05,Kirovohradska oblast,186.449,68.483,5,3.107,1.141,22.073,11.291,88.841,37.566
2023-03-06,Kirovohradska oblast,388.883,223.7,3,6.481,3.728,22.979,10.738,92.626,41.081
2023-03-07,Kirovohradska oblast,141.1,60.233,5,2.352,1.004,24.212,10.771,93.343,41.552
2023-03-08,Kirovohradska oblast,96.75,96.75,1,1.612,1.612,23.245,10.98,88.453,37.923
2023-03-09,Kirovohradska oblast,517.917,338.267,3,8.632,5.638,28.407,14.321,93.557,42.225
2023-03-10,Kirovohradska oblast,165.13400000000001,33.45,4,2.752,0.558,28.362,14.301,92.707,41.615
2023-03-11,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,24.936,13.681,88.005,39.624
2023-03-12,Kirovohradska oblast,110.39999999999999,0.0,2,1.84,0.0,23.669,12.54,78.246,34.894
2023-03-13,Kirovohradska oblast,211.983,50.449999999999996,6,3.533,0.841,20.721,9.653,79.954,35.067
2023-03-14,Kirovohradska oblast,223.333,46.0,8,3.722,0.767,22.091,9.416,83.033,35.834
2023-03-15,Kirovohradska oblast,170.25,0.0,3,2.838,0.0,23.317,7.804,85.072,35.035
2023-03-16,Kirovohradska oblast,149.81599999999997,0.0,3,2.497,0.0,17.182,2.166,85.011,35.035
2023-03-17,Kirovohradska oblast,204.35,86.1,4,3.406,1.435,17.836,3.043,87.29,36.47
2023-03-18,Kirovohradska oblast,241.235,39.134,6,4.021,0.652,21.857,3.695,87.938,35.286
2023-03-19,Kirovohradska oblast,29.433,29.433,1,0.491,0.491,20.508,4.186,84.56,34.202
2023-03-20,Kirovohradska oblast,92.767,0.0,1,1.546,0.0,18.521,3.345,84.224,34.067
2023-03-21,Kirovohradska oblast,30.0,30.0,1,0.5,0.5,15.299,3.078,82.366,34.567
2023-03-22,Kirovohradska oblast,172.983,24.733,3,2.883,0.412,15.344,3.49,82.79,34.02
2023-03-23,Kirovohradska oblast,151.017,0.0,2,2.517,0.0,15.364,3.49,84.624,33.855
2023-03-24,Kirovohradska oblast,206.95,176.05,4,3.449,2.934,15.407,4.989,85.12,35.748
2023-03-25,Kirovohradska oblast,55.132999999999996,0.0,2,0.919,0.0,12.305,4.337,83.087,34.315
2023-03-26,Kirovohradska oblast,66.834,0.0,2,1.114,0.0,12.928,3.846,83.084,34.29
2023-03-27,Kirovohradska oblast,85.583,78.0,3,1.426,1.3,12.808,5.146,81.133,33.163
2023-03-28,Kirovohradska oblast,104.43299999999999,66.383,3,1.741,1.106,14.049,5.752,82.345,34.269
2023-03-29,Kirovohradska oblast,22.7,0.0,1,0.378,0.0,11.544,5.34,77.148,29.988
2023-03-30,Kirovohradska oblast,114.667,97.367,2,1.911,1.623,10.938,6.963,77.94,30.64
2023-03-31,Kirovohradska oblast,123.55,123.55,0,2.059,2.059,9.548,6.088,77.42,31.296
2023-04-01,Kirovohradska oblast,25.733,25.733,1,0.429,0.429,9.058,6.517,74.379,29.428
2023-04-02,Kirovohradska oblast,105.483,43.766999999999996,4,1.758,0.729,9.702,7.246,73.34,29.579
2023-04-03,Kirovohradska oblast,51.35,51.35,1,0.856,0.856,9.132,6.802,70.77,29.815
2023-04-04,Kirovohradska oblast,151.866,30.133,2,2.531,0.502,9.922,6.198,70.194,29.176
2023-04-05,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,9.544,6.198,63.713,25.448
2023-04-06,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,7.633,4.575,61.361,24.444
2023-04-07,Kirovohradska oblast,26.633,0.0,1,0.444,0.0,6.018,2.516,60.193,22.832
2023-04-08,Kirovohradska oblast,62.715999999999994,35.333,2,1.045,0.589,6.634,2.676,52.606,17.783
2023-04-09,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,4.876,1.947,49.854,17.225
2023-04-10,Kirovohradska oblast,27.267,27.267,1,0.454,0.454,4.474,1.545,50.308,17.679
2023-04-11,Kirovohradska oblast,67.63300000000001,67.63300000000001,2,1.127,1.127,3.07,2.17,49.595,18.806
2023-04-12,Kirovohradska oblast,33.367,0.0,1,0.556,0.0,3.626,2.17,46.618,17.965
2023-04-13,Kirovohradska oblast,46.483,0.0,1,0.775,0.0,4.401,2.17,43.671,17.198
2023-04-14,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,3.957,2.17,40.833,17.198
2023-04-15,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,2.912,1.581,38.336,17.198
2023-04-16,Kirovohradska oblast,57.833,24.683,2,0.964,0.411,3.876,1.992,35.894,16.174
2023-04-17,Kirovohradska oblast,12.333,12.333,1,0.206,0.206,3.628,1.744,32.079,15.728
2023-04-18,Kirovohradska oblast,259.36699999999996,170.867,2,4.323,2.848,6.824,3.465,35.911,18.085
2023-04-19,Kirovohradska oblast,60.117,0.0,1,1.002,0.0,7.27,3.465,35.367,18.085
2023-04-20,Kirovohradska oblast,76.73400000000001,38.167,2,1.279,0.636,7.774,4.101,36.146,18.221
2023-04-21,Kirovohradska oblast,206.333,139.333,5,3.439,2.322,11.213,6.423,36.702,20.131
2023-04-22,Kirovohradska oblast,40.017,40.017,0,0.667,0.667,11.88,7.09,34.852,20.798
2023-04-23,Kirovohradska oblast,15.483,15.483,1,0.258,0.258,11.174,6.937,31.661,18.122
2023-04-24,Kirovohradska oblast,75.35,41.017,1,1.256,0.684,12.224,7.415,31.998,18.806
2023-04-25,Kirovohradska oblast,31.95,0.0,1,0.532,0.0,8.433,4.567,31.416,18.806
2023-04-26,Kirovohradska oblast,108.6,25.25,3,1.81,0.421,9.241,4.988,31.8,17.927
2023-04-27,Kirovohradska oblast,61.349999999999994,30.833,2,1.022,0.514,8.984,4.866,31.081,17.335
2023-04-28,Kirovohradska oblast,395.217,227.183,4,6.587,3.786,12.132,6.33,37.29,21.121
2023-04-29,Kirovohradska oblast,107.15,107.15,1,1.786,1.786,13.251,7.449,37.165,21.284
2023-04-30,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,12.993,7.191,35.106,19.225
2023-05-01,Kirovohradska oblast,364.70000000000005,254.33300000000003,2,6.078,4.239,17.815,10.746,40.755,23.035
2023-05-02,Kirovohradska oblast,84.6,19.283,3,1.41,0.321,18.693,11.067,40.407,22.627
2023-05-03,Kirovohradska oblast,311.95,181.117,5,5.199,3.019,22.082,13.665,44.75,24.79
2023-05-04,Kirovohradska oblast,365.016,292.59900000000005,4,6.084,4.877,27.144,18.028,48.303,29.165
2023-05-05,Kirovohradska oblast,137.43300000000002,16.95,3,2.291,0.282,22.848,14.524,50.594,29.447
2023-05-06,Kirovohradska oblast,154.767,114.1,2,2.579,1.902,23.641,14.64,53.173,31.349
2023-05-07,Kirovohradska oblast,150.11700000000002,120.13400000000001,2,2.502,2.002,26.143,16.642,55.231,33.351
2023-05-08,Kirovohradska oblast,400.05,275.916,4,6.668,4.599,26.733,17.002,60.854,37.361
2023-05-09,Kirovohradska oblast,119.133,119.133,1,1.986,1.986,27.309,18.667,62.84,39.347
2023-05-10,Kirovohradska oblast,62.0,28.517,2,1.033,0.475,23.143,16.123,63.419,39.368
2023-05-11,Kirovohradska oblast,99.434,37.567,3,1.657,0.626,18.716,11.872,63.949,38.867
2023-05-12,Kirovohradska oblast,86.10000000000001,0.0,3,1.435,0.0,17.86,11.59,64.828,38.867
2023-05-13,Kirovohradska oblast,330.183,330.183,2,5.503,5.503,20.784,15.191,69.556,44.37
2023-05-14,Kirovohradska oblast,252.54999999999998,152.583,4,4.209,2.543,22.491,15.732,73.765,46.913
2023-05-15,Kirovohradska oblast,271.617,222.434,5,4.527,3.707,20.35,14.84,78.292,50.62
2023-05-16,Kirovohradska oblast,226.21699999999998,219.64999999999998,3,3.77,3.661,22.134,16.515,81.098,53.87
2023-05-17,Kirovohradska oblast,270.08299999999997,204.166,5,4.501,3.403,25.602,19.443,85.393,57.067
2023-05-18,Kirovohradska oblast,425.56700000000006,353.13300000000004,3,7.093,5.886,31.038,24.703,88.163,60.105
2023-05-19,Kirovohradska oblast,200.416,158.233,2,3.34,2.637,32.943,27.34,90.501,62.742
2023-05-20,Kirovohradska oblast,95.584,34.117,3,1.593,0.569,29.033,22.406,90.815,62.675
2023-05-21,Kirovohradska oblast,20.083,0.0,1,0.335,0.0,25.159,19.863,87.711,60.353
2023-05-22,Kirovohradska oblast,260.699,195.916,4,4.345,3.265,24.977,19.421,91.389,62.951
2023-05-23,Kirovohradska oblast,140.85,110.667,2,2.347,1.844,23.554,17.604,93.478,64.537
2023-05-24,Kirovohradska oblast,311.08299999999997,252.1,3,5.185,4.202,24.238,18.403,97.407,68.055
2023-05-25,Kirovohradska oblast,182.733,182.733,0,3.046,3.046,20.191,15.563,99.921,71.101
2023-05-26,Kirovohradska oblast,172.817,172.817,1,2.88,2.88,19.731,15.806,100.991,73.56
2023-05-27,Kirovohradska oblast,37.9,19.15,2,0.632,0.319,18.77,15.556,100.601,73.365
2023-05-28,Kirovohradska oblast,255.1,255.1,1,4.252,4.252,22.687,19.808,98.266,73.831
2023-05-29,Kirovohradska oblast,362.817,273.433,3,6.047,4.557,24.389,21.1,102.527,76.602
2023-05-30,Kirovohradska oblast,205.633,205.633,1,3.427,3.427,25.469,22.683,105.954,80.029
2023-05-31,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,20.284,18.481,99.876,75.79
2023-06-01,Kirovohradska oblast,234.734,78.717,6,3.912,1.312,21.15,16.747,102.378,76.781
2023-06-02,Kirovohradska oblast,371.517,234.433,6,6.192,3.907,24.462,17.774,103.371,77.669
2023-06-03,Kirovohradska oblast,32.383,0.0,1,0.54,0.0,24.37,17.455,97.827,72.792
2023-06-04,Kirovohradska oblast,213.266,173.783,4,3.554,2.896,23.672,16.099,99.09,75.406
2023-06-05,Kirovohradska oblast,185.03300000000002,0.0,6,3.084,0.0,20.709,11.542,99.595,73.504
2023-06-06,Kirovohradska oblast,288.73199999999997,124.233,4,4.812,2.071,22.094,10.186,101.905,73.573
2023-06-07,Kirovohradska oblast,86.584,52.517,2,1.443,0.875,23.537,11.061,96.68,69.849
2023-06-08,Kirovohradska oblast,180.617,81.56700000000001,4,3.01,1.359,22.635,11.108,97.704,69.222
2023-06-09,Kirovohradska oblast,172.35000000000002,158.883,2,2.873,2.648,19.316,9.849,99.544,71.395
2023-06-10,Kirovohradska oblast,310.967,226.583,5,5.183,3.776,23.959,13.625,103.07,74.545
2023-06-11,Kirovohradska oblast,156.434,110.367,3,2.607,1.839,23.012,12.568,104.242,76.384
2023-06-12,Kirovohradska oblast,68.684,68.684,2,1.145,1.145,21.073,13.713,99.884,72.026
2023-06-13,Kirovohradska oblast,243.517,162.934,2,4.059,2.716,20.32,14.358,99.734,72.199
2023-06-14,Kirovohradska oblast,221.35,197.75,5,3.689,3.296,22.566,16.779,98.896,71.788
2023-06-15,Kirovohradska oblast,275.483,191.16699999999997,4,4.591,3.186,24.147,18.606,99.717,71.313
2023-06-16,Kirovohradska oblast,120.417,14.517,2,2.007,0.242,23.281,16.2,97.223,68.152
2023-06-17,Kirovohradska oblast,140.583,28.85,3,2.343,0.481,20.441,12.905,92.473,62.747
2023-06-18,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,17.834,11.066,89.133,60.11
2023-06-19,Kirovohradska oblast,67.717,0.0,1,1.129,0.0,17.818,9.921,88.669,59.541
2023-06-20,Kirovohradska oblast,267.5,234.25,2,4.458,3.904,18.217,11.109,92.792,63.445
2023-06-21,Kirovohradska oblast,479.0,127.9,2,7.983,2.132,22.511,9.945,96.43,62.312
2023-06-22,Kirovohradska oblast,61.95,61.95,1,1.032,1.032,18.952,7.791,95.115,61.5
2023-06-23,Kirovohradska oblast,163.067,148.567,3,2.718,2.476,19.663,10.025,92.648,59.774
2023-06-24,Kirovohradska oblast,185.983,185.983,3,3.1,3.1,20.42,12.644,92.702,59.828
2023-06-25,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,20.42,12.644,89.822,56.948
2023-06-26,Kirovohradska oblast,106.967,106.967,1,1.783,1.783,21.074,14.427,90.973,58.412
2023-06-27,Kirovohradska oblast,69.8,33.117,2,1.163,0.552,17.779,11.075,87.884,54.712
2023-06-28,Kirovohradska oblast,203.033,162.35,2,3.384,2.706,13.18,11.649,85.221,52.861
2023-06-29,Kirovohradska oblast,202.63299999999998,71.25,5,3.377,1.188,15.525,11.805,85.171,50.622
2023-06-30,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,12.807,9.329,85.171,50.622
2023-07-01,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,9.707,6.229,81.259,49.31
2023-07-02,Kirovohradska oblast,247.9,147.633,3,4.132,2.461,13.839,8.69,79.199,47.864
2023-07-03,Kirovohradska oblast,202.084,140.617,2,3.368,2.344,15.424,9.251,82.027,50.208
2023-07-04,Kirovohradska oblast,206.467,133.4,3,3.441,2.223,17.702,10.922,81.914,49.535
2023-07-05,Kirovohradska oblast,181.53300000000002,90.0,4,3.026,1.5,17.344,9.716,81.856,51.035
2023-07-06,Kirovohradska oblast,191.14999999999998,191.14999999999998,2,3.186,3.186,17.153,11.714,80.23,52.15
2023-07-07,Kirovohradska oblast,317.55,205.983,3,5.292,3.433,22.445,15.147,84.079,54.708
2023-07-08,Kirovohradska oblast,293.817,293.817,1,4.897,4.897,27.342,20.044,85.966,58.246
2023-07-09,Kirovohradska oblast,17.067,0.0,1,0.284,0.0,23.494,17.583,83.377,55.598
2023-07-10,Kirovohradska oblast,74.733,0.0,2,1.246,0.0,21.372,15.239,79.44,51.822
2023-07-11,Kirovohradska oblast,205.71699999999998,119.517,4,3.429,1.992,21.36,15.008,80.262,51.975
2023-07-12,Kirovohradska oblast,289.033,175.05,4,4.817,2.918,23.151,16.426,83.934,53.748
2023-07-13,Kirovohradska oblast,325.399,236.6,5,5.423,3.943,25.388,17.183,85.298,54.975
2023-07-14,Kirovohradska oblast,183.61599999999999,109.583,3,3.06,1.826,23.156,15.576,84.669,53.505
2023-07-15,Kirovohradska oblast,106.233,64.733,3,1.771,1.079,20.03,11.758,81.849,51.398
2023-07-16,Kirovohradska oblast,142.25,103.86699999999999,5,2.371,1.731,22.117,13.489,82.213,52.887
2023-07-17,Kirovohradska oblast,59.55,48.617,2,0.992,0.81,21.863,14.299,80.862,53.216
2023-07-18,Kirovohradska oblast,164.916,129.483,3,2.749,2.158,21.183,14.465,83.611,55.374
2023-07-19,Kirovohradska oblast,344.2,308.7,4,5.737,5.145,22.103,16.692,88.219,60.519
2023-07-20,Kirovohradska oblast,116.951,97.484,3,1.949,1.625,18.629,14.374,85.71,58.24
2023-07-21,Kirovohradska oblast,92.917,12.767,3,1.549,0.213,17.118,12.761,79.276,56.321
2023-07-22,Kirovohradska oblast,113.75,113.75,1,1.896,1.896,17.243,13.578,80.14,57.185
2023-07-23,Kirovohradska oblast,114.984,114.984,2,1.916,1.916,16.788,13.763,79.338,56.625
2023-07-24,Kirovohradska oblast,68.65,0.0,2,1.144,0.0,16.94,12.953,77.382,53.525
2023-07-25,Kirovohradska oblast,286.2,256.2,2,4.77,4.27,18.961,15.065,82.152,57.795
2023-07-26,Kirovohradska oblast,213.05,0.0,2,3.551,0.0,16.775,9.92,83.92,56.012
2023-07-27,Kirovohradska oblast,175.917,90.083,4,2.932,1.501,17.758,9.796,85.689,56.961
2023-07-28,Kirovohradska oblast,37.7,0.0,2,0.628,0.0,16.837,9.583,82.933,54.255
2023-07-29,Kirovohradska oblast,107.81700000000001,34.167,3,1.797,0.569,16.738,8.256,81.353,53.636
2023-07-30,Kirovohradska oblast,156.65,0.0,4,2.611,0.0,17.433,6.34,83.964,53.636
2023-07-31,Kirovohradska oblast,255.984,60.6,6,4.266,1.01,20.555,7.35,88.23,54.646
2023-08-01,Kirovohradska oblast,176.567,46.033,7,2.943,0.767,18.728,3.847,87.041,52.952
2023-08-02,Kirovohradska oblast,270.484,151.9,4,4.508,2.532,19.685,6.379,88.181,53.14
2023-08-03,Kirovohradska oblast,136.167,76.31700000000001,4,2.269,1.272,19.022,6.15,87.009,52.189
2023-08-04,Kirovohradska oblast,97.917,26.2,3,1.632,0.437,20.026,6.587,85.615,51.126
2023-08-05,Kirovohradska oblast,350.4,76.25,8,5.84,1.271,24.069,7.289,88.269,49.211
2023-08-06,Kirovohradska oblast,185.96699999999998,155.617,2,3.099,2.594,24.557,9.883,86.076,48.372
2023-08-07,Kirovohradska oblast,103.417,0.0,3,1.724,0.0,22.015,8.873,82.903,43.475
2023-08-08,Kirovohradska oblast,125.75,29.9,4,2.096,0.498,21.168,8.604,84.715,43.973
2023-08-09,Kirovohradska oblast,155.268,23.217,5,2.588,0.387,19.248,6.459,86.057,44.36
2023-08-10,Kirovohradska oblast,175.166,114.633,3,2.919,1.911,19.898,7.098,85.547,44.279
2023-08-11,Kirovohradska oblast,75.133,0.0,2,1.252,0.0,19.518,6.661,81.982,41.361
2023-08-12,Kirovohradska oblast,50.216,20.933,2,0.837,0.349,14.515,5.739,77.396,37.767
2023-08-13,Kirovohradska oblast,114.967,30.217,4,1.916,0.504,13.332,3.649,76.252,36.445
2023-08-14,Kirovohradska oblast,128.983,101.883,3,2.15,1.698,13.758,5.347,76.631,37.064
2023-08-15,Kirovohradska oblast,327.96799999999996,131.617,5,5.466,2.194,17.128,7.043,79.726,37.527
2023-08-16,Kirovohradska oblast,145.53300000000002,52.933,4,2.426,0.882,16.966,7.538,81.16,37.599
2023-08-17,Kirovohradska oblast,383.517,114.95,8,6.392,1.916,20.439,7.543,84.803,37.357
2023-08-18,Kirovohradska oblast,42.117000000000004,0.0,2,0.702,0.0,19.889,7.543,79.768,32.212
2023-08-19,Kirovohradska oblast,231.43400000000003,208.11700000000002,3,3.857,3.469,22.909,10.663,81.676,34.056
2023-08-20,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,20.993,10.159,80.127,33.843
2023-08-21,Kirovohradska oblast,38.083,38.083,1,0.635,0.635,19.478,9.096,78.866,32.582
2023-08-22,Kirovohradska oblast,97.55,41.3,4,1.626,0.688,15.638,7.59,78.576,31.354
2023-08-23,Kirovohradska oblast,216.583,0.0,3,3.61,0.0,16.822,6.708,81.042,31.354
2023-08-24,Kirovohradska oblast,112.366,53.383,2,1.873,0.89,12.303,5.682,78.145,27.974
2023-08-25,Kirovohradska oblast,175.6,77.18299999999999,7,2.927,1.286,14.528,6.968,77.521,29.26
2023-08-26,Kirovohradska oblast,30.133,0.0,1,0.502,0.0,11.173,3.499,75.091,27.759
2023-08-27,Kirovohradska oblast,181.45000000000002,181.45000000000002,2,3.024,3.024,14.197,6.523,77.487,30.783
2023-08-28,Kirovohradska oblast,106.366,73.783,3,1.773,1.23,15.335,7.118,77.463,31.444
2023-08-29,Kirovohradska oblast,68.333,37.0,2,1.139,0.617,14.848,7.047,75.991,32.061
2023-08-30,Kirovohradska oblast,365.967,293.383,4,6.099,4.89,17.337,11.937,77.824,35.941
2023-08-31,Kirovohradska oblast,453.033,420.0,0,7.551,7.0,23.015,18.047,82.432,42.174
2023-09-01,Kirovohradska oblast,100.45,67.25,2,1.674,1.121,21.762,17.882,79.598,40.763
2023-09-02,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,21.26,17.882,77.329,39.491
2023-09-03,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,18.236,14.858,75.697,39.054
2023-09-04,Kirovohradska oblast,39.917,11.0,2,0.665,0.183,17.128,13.811,70.522,37.966
2023-09-05,Kirovohradska oblast,61.68300000000001,1.017,2,1.028,0.017,17.017,13.211,68.451,35.389
2023-09-06,Kirovohradska oblast,126.38300000000001,93.2,2,2.106,1.553,13.024,9.874,68.833,36.942
2023-09-07,Kirovohradska oblast,98.28299999999999,44.55,2,1.638,0.742,7.111,3.616,68.375,37.186
2023-09-08,Kirovohradska oblast,18.533,0.0,1,0.309,0.0,5.746,2.495,66.096,36.799
2023-09-09,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,5.746,2.495,63.177,34.888
2023-09-10,Kirovohradska oblast,69.883,69.883,1,1.165,1.165,6.911,3.66,63.09,36.053
2023-09-11,Kirovohradska oblast,136.94899999999998,48.983,4,2.282,0.816,8.528,4.293,64.535,36.52
2023-09-12,Kirovohradska oblast,44.516,0.0,2,0.742,0.0,8.242,4.276,63.361,36.016
2023-09-13,Kirovohradska oblast,67.416,0.0,2,1.124,0.0,7.26,2.723,62.335,34.318
2023-09-14,Kirovohradska oblast,0.0,0.0,0,0.0,0.0,5.622,1.981,56.869,32.124
2023-09-15,Kirovohradska oblast,94.85,94.85,1,1.581,1.581,6.894,3.562,56.024,32.823
2023-09-16,Kirovohradska oblast,100.53399999999999,66.81700000000001,3,1.676,1.114,8.57,4.676,51.308,32.021
2023-09-17,Kirovohradska oblast,194.45,194.45,3,3.241,3.241,10.646,6.752,53.847,35.262
2023-09-18,Kirovohradska oblast,223.284,154.034,4,3.721,2.567,12.085,8.503,53.711,34.36
2023-09-19,Kirovohradska oblast,277.45,210.15,4,4.624,3.502,15.967,12.005,58.335,37.862
2023-09-20,Kirovohradska oblast,280.866,177.416,4,4.681,2.957,19.524,14.962,62.381,40.184
2023-09-21,Kirovohradska oblast,303.267,129.11700000000002,5,5.054,2.152,24.578,17.114,65.809,41.648
2023-09-22,Kirovohradska oblast,104.434,33.367,3,1.741,0.556,24.738,16.089,63.94,42.204
2023-09-23,Kirovohradska oblast,144.416,112.916,3,2.407,1.882,25.469,16.857,64.474,43.196
2023-09-24,Kirovohradska oblast,88.15,3.083,3,1.469,0.051,23.697,13.667,63.016,41.961
2023-09-25,Kirovohradska oblast,76.067,76.067,0,1.268,1.268,21.244,12.368,63.782,43.229
2023-09-26,Kirovohradska oblast,424.001,287.717,6,7.067,4.795,23.687,13.661,67.825,45.0
2023-09-27,Kirovohradska oblast,170.383,120.0,3,2.84,2.0,21.846,12.704,68.892,45.77
2023-09-28,Kirovohradska oblast,200.467,187.78400000000002,2,3.341,3.13,20.133,13.682,71.094,48.283
2023-09-29,Kirovohradska oblast,174.067,81.25,4,2.901,1.354,21.293,14.48,67.896,44.747
2023-09-30,Kirovohradska oblast,239.183,129.383,4,3.986,2.156,22.872,14.754,64.331,39.903
2023-10-01,Kirovohradska oblast,223.151,209.684,4,3.719,3.495,25.122,18.198,66.376,42.277
2023-10-02,Kirovohradska oblast,60.483000000000004,48.5,3,1.008,0.808,24.862,17.738,67.384,43.085
